No,Destination Name,Address,Subdistrict,Regency,Latitude,Longitude,Category 1,Category 2 ,Category 3,Rating,Google Reviews (Count),Source,Child Entry,Adults Entry,Normal Hotel Price
562,Alam Pangkung Ubud,"F7V5+QQM, Ubud, Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,-8.5055294,115.2594188,Stays,Budget Hotel,Countryside Hotel,4.5,55,https://maps.google.com/?cid=17066238663756513600,,,"Rp450,000"
563,Manyi Village Ubud,"G73J+V8V, Banjar Laplapan, Petulu, Kecamatan Ubud, Kabupaten Gianyar, Bali 80552, Indonesia",Ubud,Gianyar,-8.4952637,115.2808075,Stays,Standard Hotel,Countryside Villa,4.4,241,https://maps.google.com/?cid=4996765953041149785,,,"Rp765,000"
564,Jukung Guest House,"Jl. Bumi Ayu Gg. Penjor Agung No.3, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Denpasar Selatan,Denpasar,-8.6948514,115.2617947,Stays,Budget Hotel,City Hotel,4.4,125,https://maps.google.com/?cid=17042350576256599167,,,"Rp450,000"
565,Kelan-Tel Bali,"Jl. Taman Sari No.22, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7517083,115.1770298,Stays,Standard Hotel,Villa,3.3,30,https://maps.google.com/?cid=6819823306537592371,,,"Rp630,000"
566,Berlian Inn,"Jalan Poppies 1, Gang Sorga, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7195599,115.1713255,Stays,Budget Hotel,City Hotel,4.1,171,https://maps.google.com/?cid=1040656289194038679,,,"Rp305,267"
567,ROYAL RETREAT VILLAS LEMBONGAN,"Unnamed Road, 8C7J+9CM, Jungutbatu, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Nusa Penida,Klungkung,-8.6865488,115.431052,Stays,Standard Hotel,Villa,4.5,102,https://maps.google.com/?cid=4652027599612394281,,,"Rp600,000"
568,Batan Sabo Cottage,"8F4G+PX9, Sakti, Nusa Penida, Klungkung, Bali 80771, Indonesia",Nusa Penida,Klungkung,-8.6820541,115.4881343,Stays,Standard Hotel,Villa,5,2,https://maps.google.com/?cid=13011761362867692248,,,"Rp1,200,000"
569,NEW Alron Hotel Kuta,"Jl. Blambangan No.10, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7245454,115.1782568,Stays,Budget Hotel,City Hotel,4.2,1284,https://maps.google.com/?cid=4924428539794903516,,,"Rp424,284"
570,La Roja Bungalows Penida,"Kutapang Kangin, Batununggul, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Nusa Penida,Klungkung,-8.6766363,115.5698456,Stays,Standard Hotel,Villa,4.7,227,https://maps.google.com/?cid=17950291984821986221,,,"Rp1,078,800"
571,Sari Bamboo Villas,"Jl. Penestanan, Sayan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,-8.5064271,115.2484321,Stays,Premium Hotel,Countryside Villa,4.1,71,https://maps.google.com/?cid=9921453240346565854,,,"Rp3,316,500"
572,The Kirana Ungasan,"Jl. Raya Uluwatu Gang Ambara No.18, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.8133335,115.1589584,Stays,Standard Hotel,City Hotel,4.5,363,https://maps.google.com/?cid=10607279739386430138,,,"Rp1,368,745"
573,Ubud Tropical,"Jl. Raya Andong Petulu, F7XC+WX8, Ubud, Gianyar, Petulu, Kecamatan Ubud, Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,-8.5002235,115.2724596,Stays,Budget Hotel,Countryside Villa,4.5,376,https://maps.google.com/?cid=3609360776038995894,,,"Rp168,000"
574,Lahar Mas Inn,"Jl. Gatot Subroto No.3, Karangasem, Kec. Karangasem, Kabupaten Karangasem, Bali 80811, Indonesia",Karangasem,Karangasem,-8.447636,115.608882,Stays,Budget Hotel,City Hotel,3.9,91,https://maps.google.com/?cid=9763371217614478222,,,"Rp171,000"
575,Papa Sun Villas,"Jl. Ped - Buyuk Kutapang, Nusa Penida No.Desa, Batununggul, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia", Nusa Penida,Klungkung,-8.6762216,115.5692366,Stays,Standard Hotel,Villa,4.6,74,https://maps.google.com/?cid=17908299210286294706,,,"Rp900,000"
576,Nomad Hub Villa Bali,"Jl. Bumbak No.22, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta Utara,Badung,-8.6512301,115.1586192,Stays,Budget Hotel,Villa,4.8,158,https://maps.google.com/?cid=15367517100633905356,,,"Rp450,000"
577,OYO 2270 Hotel Taman Wirama,"5, Jl. Cokroaminoto Gg. Taman Sari No.5, Ubung Kaja, Kec. Denpasar Utara, Kota Denpasar, Bali 80116, Indonesia",Denpasar Utara,Denpasar,-8.62518,115.199909,Stays,Budget Hotel,City Hotel,2.9,59,https://maps.google.com/?cid=7623113078962324071,,,"Rp186,181"
578,Bali Kuwi Hotel,"no, Kabupaten, 82218, Jl. Danau Ranau No.37, Lelateng, Kec. Negara, Kabupaten Jembrana, Bali 82218, Indonesia",Negara,Jembrana,-8.3603142,114.6138717,Stays,Budget Hotel,City Hotel,3.7,118,https://maps.google.com/?cid=4308486961264032451,,,"Rp235,293"
579,Radha Phala Resort & Spa,"Jl. Cempaka, Banjar Kumbuh, MAS, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,-8.5332222,115.2658215,Stays,Premium Hotel,Countryside Resort,4.5,252,https://maps.google.com/?cid=1696729927542004694,,,"Rp1,516,500"
580,"Grand Sehati Hotel & Spa, Ubud","Jl. Monkey Forest, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,-8.5181696,115.2623825,Stays,Standard Hotel,Countryside Hotel,4.1,173,https://maps.google.com/?cid=17309145815750241171,,,"Rp900,000"
581,De Lemon Gatsu Hotel,"Jl. Gatot Subroto I Gg. XI No.19, Peguyangan, Kec. Denpasar Utara, Kota Denpasar, Bali 80233, Indonesia",Denpasar Utara,Denpasar,-8.6329996,115.2190395,Stays,Budget Hotel,City Hotel,3.9,170,https://maps.google.com/?cid=12593229529165278823,,,"Rp400,000"
582,Rena Segara House,"Jl. Wana Segara Gang Jepun No.1 No. 4, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7377275,115.1652061,Stays,Budget Hotel,City Hotel,4,173,https://maps.google.com/?cid=11128826215706433513,,,"Rp310,644"
583,Tanjung Sari Inn,"Jl. Pratama Gg. Badak No.6, Nusa Dua, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.7826981,115.2235186,Stays,Budget Hotel,City Hotel,4.4,27,https://maps.google.com/?cid=16835657769776611044,,,"Rp447,059"
584,OYO 3244 Grand Chandra Hotel,"Jl. Diponegoro No.122, Dauh Puri, Kec. Denpasar Bar., Kota Denpasar, Bali 80232, Indonesia",Denpasar Barat,Denpasar,-8.6639509,115.2152052,Stays,Budget Hotel,City Hotel,3,282,https://maps.google.com/?cid=6235412339012740773,,,"Rp139,998"
585,Nirmala Hotel Denpasar,"Jl. Mahendradatta No.81, Padangsambian, Kec. Denpasar Bar., Kota Denpasar, Bali 80119, Indonesia",Denpasar Barat,Denpasar,-8.6592427,115.1912568,Stays,Standard Hotel,City Hotel,3.8,1720,https://maps.google.com/?cid=11527807795214743585,,,"Rp566,720"
586,Desamuda Village,"Jl. Raya Basangkasa No.30A, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.6867223,115.1676473,Stays,Premium Hotel,City Hotel,4.5,464,https://maps.google.com/?cid=12555090999424262380,,,"Rp2,241,000"
587,Bali Palms Resort Candidasa,"Candidasa, Jl. Raya Candidasa, Nyuh Tebel, Kec. Manggis, Kabupaten Karangasem, Bali 80851, Indonesia",Manggis,Karangasem,-8.506916,115.5626737,Stays,Premium Hotel,Beachside Resort,4.2,477,https://maps.google.com/?cid=13447411878426387724,,,"Rp1,575,000"
588,The Pavilion Hotel Kuta,"Jl. Kuta Theater No.8, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.722901,115.1759077,Stays,Budget Hotel,City Hotel,4.2,500,https://maps.google.com/?cid=17418025592910701180,,,"Rp306,000"
589,Nakula Guest House,"Gg. Pendawa No.02, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7344128,115.1679783,Stays,Budget Hotel,City Hotel,4.2,86,https://maps.google.com/?cid=6448379681780929907,,,"Rp270,000"
590,Sanur Agung Suite,"Jl. Bypass Ngurah Rai No.174, Sanur, Denpasar Selatan, Kota Denpasar, Bali, Indonesia",Denpasar Selatan,Denpasar,-8.6723895,115.2581926,Stays,Standard Hotel,City Hotel,3.7,542,https://maps.google.com/?cid=3731824765934935616,,,"Rp617,500"
591,The Kayon Resort,"Banjar Kepitu, Kenderan, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561, Indonesia",Tegallalang,Gianyar,-8.4762459,115.280824,Stays,High End Hotel,Countryside Villa,4.8,1852,https://maps.google.com/?cid=15973816092553665396,,,"Rp5,040,000"
592,The Studio Inn Nusa Dua,"6647+PVV, Jl. Nusa Dua, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.7980286,115.2228337,Stays,Standard Hotel,City Hotel,3.9,126,https://maps.google.com/?cid=1690857247071922958,,,"Rp540,000"
593,Wayan Mansion,"Jl. Dewi Madri I No.7, Panjer, Denpasar Selatan, Kota Denpasar, Bali 80361, Indonesia",Denpasar Selatan,Denpasar,-8.6878049,115.2428969,Stays,Budget Hotel,City Hotel,4.3,97,https://maps.google.com/?cid=1745060067484827917,,,"Rp264,000"
594,Linas Villas Nusa Penida,"8F9Q+4C3, Kampung Toyapakeh, Nusa Penida, Klungkung, Bali 80771, Indonesia",Nusa Penida,Klungkung,-8.6813215,115.4895405,Stays,Budget Hotel,Villa,4.6,139,https://maps.google.com/?cid=8804748218738340392,,,"Rp382,500"
595,Villa Tangtu Beach Inn,"Jl. Pucuk I No.70X, Kesiman Kertalangu, Kec. Denpasar Tim., Kota Denpasar, Bali, Indonesia",Denpasar Timur,Denpasar,-8.6506635,115.2672701,Stays,Standard Hotel,Countryside Hotel,4,231,https://maps.google.com/?cid=3252672382373246444,,,"Rp1,260,000"
596,The Baladewa,"Jl. Raya Uluwatu No.102, Ungasan, Kec. Kuta Sel., Bali, 80361, Indonesia",Kuta Selatan,Badung,-8.8194227,115.1543807,Stays,Budget Hotel,City Hotel,4.1,42,https://maps.google.com/?cid=1793433685732292442,,,"Rp306,000"
597,Puri Taman Sari Resort,"Dusun Umabian, F5G9+38M, Jl. Wisnu Marga Belayu, Peken, Tabanan, Tabanan, Bali 80351, Indonesia",Marga,Tabanan,-8.524798,115.168306,Stays,Standard Hotel,Countryside Hotel,4.6,274,https://maps.google.com/?cid=8944655861446247485,,,"Rp937,500"
598,Aurora House Ubud,"Jl. Monkey Forest Jl. Arjuna No.07, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80751, Indonesia",Ubud,Gianyar,-8.5073185,115.2608484,Stays,Budget Hotel,Countryside Villa,4,104,https://maps.google.com/?cid=6295034189883185597,,,"Rp254,032"
599,The Unique Homestay,"Jl. Raya Ubud No.8X, Ubud, Kecamatan Ubud, Kabupaten Badung, Bali 80571, Indonesia",Kuta,Badung,-8.508248,115.2648914,Stays,Budget Hotel,City Hotel,4,28,https://maps.google.com/?cid=15758351286784759275,,,"Rp203,251"
600,Poh Manis Lembongan,"Jungutbatu, Nusa Penida, Klungkung, Bali 80771, Indonesia",Nusa Penida,Klungkung,-8.6886633,115.451592,Stays,Standard Hotel,Countryside Hotel,4.2,122,https://maps.google.com/?cid=1020301409637908872,,,"Rp801,000"
601,Dukuh Sebatu Villa,"Sebatu, Tegallalang, Gianyar, Bali 80561, Indonesia",Tegallalang,Gianyar,-8.3978623,115.2916012,Stays,Standard Hotel,Countryside Villa,4.4,34,https://maps.google.com/?cid=9479029127446085826,,,"Rp733,332"
602,Adhi Jaya Suite,"Kawan, Jalan, Jatiluwih, Penebel, Tabanan, Bali 82152, Indonesia",Penebel,Tabanan,-8.3696862,115.1303161,Stays,Standard Hotel,Countryside Hotel,4.7,59,https://maps.google.com/?cid=15102090398914305167,,,"Rp747,040"
603,Nakula Stay Kuta,"Jl. Nakula Jl. Marga Ayu No.88, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7003619,115.1812511,Stays,Standard Hotel,City Hotel,4.3,113,https://maps.google.com/?cid=1086918139692679521,,,"Rp500,000"
604,GM Hotel Lovina,"V3C6+9FG, Jl. Hotel Puri Bagus, Pemaron, Lovina, Kabupaten Buleleng, Bali, Indonesia",Buleleng,Buleleng,-8.1290565,115.0612138,Stays,Standard Hotel,Countryside Hotel,3.6,5,https://maps.google.com/?cid=4670816461197670885,,,"Rp585,424"
605,Padi Bali Eco Villas,"Jl. Raya Bresela, Bresela, Kec. Payangan, Kabupaten Gianyar, Bali 80572, Indonesia",Payangan,Gianyar,-8.4318149,115.2682956,Stays,Standard Hotel,Countryside Villa,4.5,102,https://maps.google.com/?cid=2986393807277336596,,,"Rp894,300"
606,Jati Hotel Negara,"JJX2+5C6, Jl. Udayana, Baluk, Kec. Negara, Kabupaten Jembrana, Bali 80118, Indonesia",Negara,Jembrana,-8.3520829,114.6010283,Stays,Budget Hotel,City Hotel,4,245,https://maps.google.com/?cid=17535100848174498009,,,"Rp159,600"
607,Bali Chaya Hotel,"Jl. Padma Utara Gg. Bujangga No.5x, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7008895,115.1681412,Stays,Standard Hotel,City Hotel,4.1,511,https://maps.google.com/?cid=27079955202427060,,,"Rp531,863"
608,The Tunjung Boutique Resort,"Jl. Raya Tumbakbayuh Br. Tiying Tutul, Tumbak Bayuh, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",Mengwi,Badung,-8.6252281,115.1447037,Stays,Budget Hotel,City Hotel,4.7,91,https://maps.google.com/?cid=8184658151479098797,,,"Rp466,667"
609,Bali Bhuana Beach Cottage,"Bunutan, Abang, Karangasem, Bali 80852, Indonesia",Abang,Karangasem,-8.348626,115.6815398,Stays,Budget Hotel,Beachside Hotel,4.5,157,https://maps.google.com/?cid=12568013251208607937,,,"Rp486,982"
610,OYO 2984 Berlian House Ungasan,"Jl. Kendedes, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.8254882,115.1627708,Stays,Budget Hotel,City Hotel,3.3,43,https://maps.google.com/?cid=10391254201587818076,,,"Rp264,902"
611,OYO 2456 Purnama House Kuta,"Gg. Mangga No.1, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7394754,115.1691012,Stays,Budget Hotel,City Hotel,4.3,32,https://maps.google.com/?cid=1984354000924080281,,,"Rp372,490"
612,The Mutiara Jimbaran Boutique Villas,"Jl. Karang Mas Sejahtera No. 88,Jimbaran Badung, Jimbaran, Kec. Kuta Sel., Bali, 80361, Indonesia",Kuta Selatan,Badung,-8.7904067,115.1556626,Stays,Premium Hotel,Villa,4.4,124,https://maps.google.com/?cid=779148551816985930,,,"Rp4,215,671"
613,Bali Dive Resort and Spa,"Jalan Raya Amlapura-Singaraja Banjar Batudawa Kelod, Tulamben, Kec. Kubu, Kabupaten Karangasem, Bali 80853, Indonesia",Kubu,Karangasem,-8.2928056,115.6078033,Stays,Standard Hotel,Mountainview Villa,4.6,238,https://maps.google.com/?cid=1040381504641016245,,,"Rp1,232,315"
614,Puri Dajuma Beach Eco Resort & Spa,"Pekutatan, Jembrana Regency, Bali 82262, Indonesia",Pekutatan,Jembrana,-8.4302558,114.8181233,Stays,High End Hotel,Mountainview Villa,4.7,222,https://maps.google.com/?cid=7293135153732201042,,,"Rp5,136,208"
615,VIDI Boutique Hotel,"Jl. Bypass Ngurah Rai Gg. Taman Sari No.8, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.7857808,115.1903867,Stays,Standard Hotel,City Hotel,4.5,122,https://maps.google.com/?cid=12728249915664413742,,,"Rp741,000"
616,OYO 90363 Nira Guest House Sanur Bali,"Jl. Danau Poso No.53 A, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia",Denpasar Selatan,Denpasar,-8.7163035,115.2186703,Stays,Budget Hotel,City Hotel,3.4,40,https://maps.google.com/?cid=4803414840337847815,,,"Rp119,242"
617,Bali Breezz Hotel,"Jl. Pantai Sari No.23, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.7688537,115.1707051,Stays,Standard Hotel,City Hotel,4.2,571,https://maps.google.com/?cid=13034489302432961511,,,"Rp1,140,000"
618,Sapta Petala,"Jl. Kubu Anyar No.27, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7324535,115.1712832,Stays,Budget Hotel,City Hotel,4.1,279,https://maps.google.com/?cid=5827931484234718025,,,"Rp432,429"
619,OYO 1952 Hotel Dewata Indah,"Jl. Nangka, Dangin Puri Kaja, Kec. Denpasar Utara, Kota Denpasar, Bali 80234, Indonesia",Denpasar Utara,Denpasar,-8.637042,115.223044,Stays,Budget Hotel,City Hotel,4,424,https://maps.google.com/?cid=9456374216216686611,,,"Rp299,997"
620,Aleesha Villas,"Jl. Kesari II, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Denpasar Selatan,Denpasar,-8.6972691,115.2595232,Stays,Premium Hotel,Villa,4.3,323,https://maps.google.com/?cid=17120927074614202908,,,"Rp3,147,685"
621,Disini Luxury Spa Villas,"Jl. Mertasari No.28, Kerobokan Kelod, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.6831004,115.1599994,Stays,Premium Hotel,Villa,4.5,286,https://maps.google.com/?cid=14656065372923996146,,,"Rp3,777,777"
622,Bali Jungle Huts,"Jl. Raya Pujung Kaja No.11, Sebatu, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561, Indonesia",Tegallalang,Gianyar,-8.4064165,115.2861703,Stays,Premium Hotel,Countryside Villa,4.6,329,https://maps.google.com/?cid=18015862667441646967,,,"Rp1,521,136"
623,OYO 1741 Komala Indah Cottages,"Jl. Pantai Kuta No.32, Legian, Kec. Kuta, Bali, 80361, Indonesia",Kuta,Badung,-8.7120958,115.1693996,Stays,Budget Hotel,City Hotel,3,65,https://maps.google.com/?cid=10113245197850508987,,,"Rp198,146"
624,Bluehill Resort Tulamben,"Jalan Raya, Tulamben, Kec. Karangasem, Kabupaten Karangasem, Bali 80853, Indonesia",Karangasem,Karangasem,-8.2876672,115.6037521,Stays,Standard Hotel,Mountainview Villa,4.4,147,https://maps.google.com/?cid=11574111540342566325,,,"Rp814,090"
625,Sindhu Mertha Suite,"Jl. Danau Poso No.27, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Denpasar Selatan,Denpasar,-8.7049867,115.2494967,Stays,Premium Hotel,Villa,4.4,156,https://maps.google.com/?cid=11058730282784919700,,,"Rp4,250,000"
626,The Acala Shri Sedana,"Jalan Ancak Sari Banjar Ancak No.277, Nusa, Lembongan, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Nusa Penida,Klungkung,-8.6897091,115.4513123,Stays,Premium Hotel,Countryside Hotel,4.3,258,https://maps.google.com/?cid=4544656699537645536,,,"Rp4,533,333"
627,Beraban Beach House,"Beraban, Selemadeg Timur, Tabanan, Bali, Indonesia",Selemadeg Timur,Tabanan,-8.5528678,115.0233383,Stays,Premium Hotel,Beachside Hotel,4.2,45,https://maps.google.com/?cid=7409977716405248330,,,"Rp4,536,000"
628,Draper Startup House for Entrepreneurs Bali,"Jl. Raya Tuka, Dalung, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta Utara,Badung,-8.6138232,115.1614728,Stays,Budget Hotel,Villa,4.7,183,https://maps.google.com/?cid=3719046480969320903,,,"Rp128,000"
629,Blu-Zea Resort by Double-Six,"Jl. Camplung Tanduk No.66, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.6925095,115.1622719,Stays,Premium Hotel,City Hotel,4.6,1107,https://maps.google.com/?cid=10575622156241308852,,,"Rp2,442,630"
630,OYO 90817 Elite Star Tukad Badung,"0361, Jalan Tukad Badung XVIII, Renon, Denpasar Selatan, Denpasar, Bali 80224, Renon, Denpasar Selatan, Bali, 74114, Indonesia",Denpasar Selatan,Denpasar,-8.6920022,115.2379061,Stays,Budget Hotel,City Hotel,3.3,6,https://maps.google.com/?cid=6181939609534913211,,,"Rp157,136"
631,Kamajaya Villas,"F6RR+Q84, Jalan Raya Jl. Baung, Sayan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,-8.508103,115.240822,Stays,Premium Hotel,Countryside Villa,4.6,135,https://maps.google.com/?cid=568440107947938124,,,"Rp2,700,000"
632,Matahari Bungalow,"Jl. Raya Legian No.210, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7153761,115.1739441,Stays,Standard Hotel,Villa,4.2,520,https://maps.google.com/?cid=15341039264379721018,,,"Rp622,618"
633,Familytel Bali,"Jl. Bypass Ngurah Rai No.7, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.752202,115.1806495,Stays,Standard Hotel,Villa,4.2,118,https://maps.google.com/?cid=7480680651341268116,,,"Rp603,000"
634,Abia Villa Legian,"Jl. Raya Legian II Gg. XX, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7032396,115.1713397,Stays,Premium Hotel,Villa,4.7,218,https://maps.google.com/?cid=781991626247881109,,,"Rp3,321,464"
635,Nalika Beach Resort & Restaurant,"Jl. Umeanyar, Umeanyar, Kec. Seririt, Kabupaten Buleleng, Bali 81153, Indonesia",Seririt,Buleleng,-8.1841538,114.9147611,Stays,Premium Hotel,Beachside Resort,4.7,135,https://maps.google.com/?cid=4148274606085866494,,,"Rp1,680,000"
636,OYO 2122 Puri Sanur,"Jl. Danau Buyan No.32, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia",Denpasar Selatan,Denpasar,-8.6822525,115.2561076,Stays,Budget Hotel,City Hotel,3.8,198,https://maps.google.com/?cid=12787293393332938099,,,"Rp259,647"
637,The Hidden Paradise Ubud,"Banjar Laplapan, Dukuh Geria, Pejeng Kawan, Kec. Tampaksiring, Kabupaten Gianyar, Bali 80552, Indonesia",Tampaksiring,Gianyar,-8.5136853,115.2799664,Stays,Premium Hotel,Countryside Villa,4.5,168,https://maps.google.com/?cid=9346124288676353847,,,"Rp4,084,961"
638,OYO 3902 Pondok 828 Residence,"Jl. Dangin Uma, Pemogan, Denpasar Selatan, Kota Denpasar, Bali 80361, Indonesia",Denpasar Selatan,Denpasar,-8.7094502,115.1978265,Stays,Budget Hotel,City Hotel,4,50,https://maps.google.com/?cid=13924267721302360678,,,"Rp258,488"
639,dedanau Hotel,"Candikuning, Baturiti, Tabanan, Bali 82191, Indonesia",Baturiti,Tabanan,-8.275281,115.1637578,Stays,Premium Hotel,Mountainview Villa,4.7,109,https://maps.google.com/?cid=11839103373861228890,,,"Rp1,933,335"
640,Bali Bungalo,"Jl. Pantai Kuta Gg. Wina, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7152021,115.1693665,Stays,Standard Hotel,City Hotel,4.1,199,https://maps.google.com/?cid=18059727852871025439,,,"Rp689,067"
641,Maha Lokha Balangan,"Jl. Pantai Balangan No.888, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.807536,115.1442559,Stays,Standard Hotel,Villa,4.5,48,https://maps.google.com/?cid=6305304120227861472,,,"Rp846,000"
642,Ganggas Homestay,"Jalan Toyaning Gang Drupadi I No.2 Kedonganan, Jimbaran, South Kuta, Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.76087,115.1781053,Stays,Budget Hotel,City Hotel,4,48,https://maps.google.com/?cid=5046027210483920184,,,"Rp208,049"
643,Alengkong Double View,"QCFG+6C9, Songan B, Kintamani, Bangli, Bali 80652, Indonesia",Kintamani,Bangli,-8.2269686,115.4260991,Stays,Budget Hotel,Mountainview Villa,4.7,43,https://maps.google.com/?cid=5785628796142151132,,,"Rp333,333"
644,Batu Ampar ECO Resort Menjangan,"The Cottage, Batu Ampar, japan mimpi, Pejarakan, Kec. Gerokgak, Kabupaten Buleleng, Bali 81155, Indonesia",Gerokgak,Buleleng,-8.1369264,114.5724141,Stays,Standard Hotel,Countryside Hotel,4.6,49,https://maps.google.com/?cid=6578704057849643054,,,"Rp600,000"
645,Pondok Sebatu Ecolodge,"Sebatu, Tegallalang, Gianyar, Bali 80561, Indonesia",Tegallalang,Gianyar,-8.3987599,115.295354,Stays,Standard Hotel,Countryside Hotel,4.7,115,https://maps.google.com/?cid=3211429177638148759,,,"Rp1,440,000"
646,Teba House Ubud by ecommerceloka,"Jl. Sugriwa No.59, Kelod, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,-8.5158562,115.2649177,Stays,Budget Hotel,Countryside Villa,4.3,173,https://maps.google.com/?cid=10005363776462679820,,,"Rp289,080"
647,Bali Seascape Beach Club,"Jl. Puri Bagus Candidasa, Sengkidu, Kec. Karangasem, Kabupaten Karangasem, Bali 80851, Indonesia",Karangasem,Karangasem,-8.5129178,115.5754516,Stays,Premium Hotel,Countryside Hotel,4.2,269,https://maps.google.com/?cid=12085721119536467149,,,"Rp1,575,000"
648,Hotel Griya Ayu Inn Sanur,"Jl. Danau Buyan IV No.24, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia",Denpasar Selatan,Denpasar,-8.6803588,115.2575011,Stays,Budget Hotel,City Hotel,4.4,133,https://maps.google.com/?cid=9321072718718666958,,,"Rp332,179"
649,Puri Mangga Sea View Boutique Resort and Spa,"JL. Damai, Kayuputih, Lovina, Kayu Putih, Kec. Sukasada, Kabupaten Buleleng, Bali 81151, Indonesia",Sukasada,Buleleng,-8.1794666,115.045577,Stays,Standard Hotel,Countr,4.6,111,https://maps.google.com/?cid=3198955189255873527,,,"Rp1,020,311"
650,Puri Astrani by WizZeLa,"C7C8+4C9, Jl. Sekar Cemp., Batuan, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia",Sukawati,Gianyar,-8.5797041,115.2661189,Stays,Standard Hotel,Countryside Villa,4,20,https://maps.google.com/?cid=841009894568366724,,,"Rp1,084,197"
651,Villa Puri Cili Ubud,"Unnamed road, Singapadu Kaler, Kec. Sukawati, Kabupaten Gianyar, Bali 80571, Indonesia",Sukawati,Gianyar,-8.5536367,115.2503039,Stays,Standard Hotel,Countryside Villa,4,21,https://maps.google.com/?cid=415426847426252094,,,"Rp807,500"
